[GC (Allocation Failure) [DefNew: 13129K->1600K(14784K), 0.0039379 secs] 13129K->1834K(47552K), 0.0039679 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
2025-06-11 15:37:28.942  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:37:28.942  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-dbmaster-api/api/csr/subject-combination/update-hl-info?schoolCode=2302&levelList=41-0&courseSysCodes&academicYear=2025 
2025-06-11 15:37:28.942  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:37:28.942  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:37:28.942  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Content-Length , [3]
2025-06-11 15:37:28.942  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Content-Type , [application/json]
2025-06-11 15:37:28.942  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:37:28.942  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:37:28.942  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> X-SC-USER-TOKEN , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:37:28.955 ERROR 1 --- [nio-8080-exec-1] .m.s.a.s.i.SubjectCombinationServiceImpl :  Update student  HoldingList failed 
[GC (Allocation Failure) [DefNew: 50070K->2614K(53568K), 0.0101661 secs] 161493K->114037K(172360K), 0.0101985 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2025-06-11 15:37:29.060  INFO 1 --- [nio-8080-exec-1] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the sg.gov.moe.sc.academic.service.impl.SubjectCombinationServiceImpl.saveCourseChanges method
2025-06-11 15:37:29.363  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:37:29.363  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-auth/api/user-info 
2025-06-11 15:37:29.363  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:37:29.363  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:37:29.363  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:37:29.363  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:37:29.363  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-sc-user-token , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:37:29.369  INFO 1 --- [nio-8080-exec-2] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the sg.gov.moe.sc.academic.service.impl.SubjectCombinationServiceImpl.getSubjectCombinations method
2025-06-11 15:37:29.369  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:37:29.369  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-dbmaster-api/api/csr/school/level-info/2302 
2025-06-11 15:37:29.369  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:37:29.369  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:37:29.369  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:37:29.369  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:37:29.369  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> X-SC-USER-TOKEN , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:37:29.389  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:37:29.389  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-dbmaster-api/api/csr/config/code-detail/SUBJECTLEVEL 
2025-06-11 15:37:29.389  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:37:29.389  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:37:29.389  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:37:29.389  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:37:29.389  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> X-SC-USER-TOKEN , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:37:29.409  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:37:29.409  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-dbmaster-api/api/csr/staff/staff-details?staffIds=OPM230200103 
2025-06-11 15:37:29.409  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:37:29.409  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:37:29.409  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:37:29.409  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:37:29.409  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> X-SC-USER-TOKEN , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:37:29.412  INFO 1 --- [nio-8080-exec-2] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the sg.gov.moe.sc.academic.service.impl.SubjectCombinationServiceImpl.getSubjectCombinations method
2025-06-11 15:42:44.152  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.152  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-auth/api/user-info 
2025-06-11 15:42:44.152  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.152  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.152  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.153  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.153  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-sc-user-token , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.155  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.155  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-auth/api/user-info 
2025-06-11 15:42:44.155  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.155  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.155  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.155  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.155  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-sc-user-token , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-8] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the sg.gov.moe.sc.academic.service.impl.CommonServiceImpl.getLevels method
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-7] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the sg.gov.moe.sc.academic.service.impl.CommonServiceImpl.getAcademicYear method
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-dbmaster-api/api/csr/school/level-info/2302 
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-dbmaster-api/api/csr/config/parameter/CSR 
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-8] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> X-SC-USER-TOKEN , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.162  INFO 1 --- [nio-8080-exec-7] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> X-SC-USER-TOKEN , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.170  INFO 1 --- [nio-8080-exec-7] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the sg.gov.moe.sc.academic.service.impl.CommonServiceImpl.getAcademicYear method
2025-06-11 15:42:44.182  INFO 1 --- [nio-8080-exec-8] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the sg.gov.moe.sc.academic.service.impl.CommonServiceImpl.getLevels method
2025-06-11 15:42:44.256  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.256  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-auth/api/user-info 
2025-06-11 15:42:44.256  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.256  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.257  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.257  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.257  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-sc-user-token , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.262  INFO 1 --- [nio-8080-exec-9] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the sg.gov.moe.sc.academic.service.impl.SubjectSetupServiceImpl.getSubjectCodes method
2025-06-11 15:42:44.267  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.267  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-dbmaster-api/api/csr/config/subject-code/SUBJECTTYPE 
2025-06-11 15:42:44.267  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.267  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.267  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.267  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.267  INFO 1 --- [nio-8080-exec-9] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> X-SC-USER-TOKEN , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.274  INFO 1 --- [nio-8080-exec-9] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the sg.gov.moe.sc.academic.service.impl.SubjectSetupServiceImpl.getSubjectCodes method
2025-06-11 15:42:44.276  INFO 1 --- [io-8080-exec-10] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.276  INFO 1 --- [io-8080-exec-10] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-auth/api/user-info 
2025-06-11 15:42:44.276  INFO 1 --- [io-8080-exec-10] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.276  INFO 1 --- [io-8080-exec-10] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.276  INFO 1 --- [io-8080-exec-10] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.276  INFO 1 --- [io-8080-exec-10] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.276  INFO 1 --- [io-8080-exec-10] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-sc-user-token , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.277  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.277  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-auth/api/user-info 
2025-06-11 15:42:44.277  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.277  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.277  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.277  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.277  INFO 1 --- [nio-8080-exec-1] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-sc-user-token , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.277  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.277  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-auth/api/user-info 
2025-06-11 15:42:44.278  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.278  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.278  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.278  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.278  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-sc-user-token , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.279  INFO 1 --- [nio-8080-exec-4] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.279  INFO 1 --- [nio-8080-exec-4] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-auth/api/user-info 
2025-06-11 15:42:44.279  INFO 1 --- [nio-8080-exec-4] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.279  INFO 1 --- [nio-8080-exec-4] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.279  INFO 1 --- [nio-8080-exec-4] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.279  INFO 1 --- [nio-8080-exec-4] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.279  INFO 1 --- [nio-8080-exec-4] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-sc-user-token , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.280  INFO 1 --- [io-8080-exec-10] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the sg.gov.moe.sc.academic.service.impl.SubjectSetupServiceImpl.getSubjectEntryTypeDropdownList method
2025-06-11 15:42:44.280  INFO 1 --- [io-8080-exec-10] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the sg.gov.moe.sc.academic.service.impl.SubjectSetupServiceImpl.getSubjectEntryTypeDropdownList method
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-2] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the sg.gov.moe.sc.academic.service.impl.SubjectSetupServiceImpl.getSubjectCategoryList method
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : feign intercept request
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Request URL  /sc-dbmaster-api/api/csr/config/code-detail/SUBJECTCATEGORY 
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : Gateway ID is present
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : x-app-request is present blue 
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> Cookie , [GATEWAYID=2170f50f-cc0f-4c2b-afad-4ec7bf3a9963]
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> x-app-req , [blue]
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-2] s.g.m.sc.comp.util.HeaderPropgateFeign   : after feign interceptor process header ==> X-SC-USER-TOKEN , [f2d71711814e4812879c418d28628eac]
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-4] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the sg.gov.moe.sc.academic.service.impl.SubjectSetupServiceImpl.getSubjectExaminableDropdownList method
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-4] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the sg.gov.moe.sc.academic.service.impl.SubjectSetupServiceImpl.getSubjectExaminableDropdownList method
2025-06-11 15:42:44.282  INFO 1 --- [nio-8080-exec-1] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the sg.gov.moe.sc.academic.service.impl.SubjectSetupServiceImpl.getSubjectCodes method
